height_mm,volume_litres
154.600,52.866029
154.700,52.909379
154.800,52.952728
154.900,52.996078
155.000,53.039427
155.100,53.082777
155.200,53.126126
155.300,53.169475
155.400,53.212825
155.500,53.256174
155.600,53.299524
155.700,53.342873
155.800,53.386223
155.900,53.429572
156.000,53.472922
156.100,53.516271
156.200,53.559621
156.300,53.602970
156.400,53.646320
156.500,53.689669
156.600,53.733019
156.700,53.776368
156.800,53.819718
156.900,53.863067
157.000,53.906417
157.100,53.949766
157.200,53.993116
157.300,54.036465
157.400,54.079815
157.500,54.123164
157.600,54.166514
157.700,54.209863
157.800,54.253213
157.900,54.296562
158.000,54.339912
158.100,54.383261
158.200,54.426611
158.300,54.469960
158.400,54.513310
158.500,54.556659
158.600,54.600009
158.700,54.643358
158.800,54.686708
158.900,54.730057
159.000,54.773407
159.100,54.816756
159.200,54.860106
159.300,54.903455
159.400,54.946805
159.500,54.990154
159.600,55.033504
159.700,55.076853
159.800,55.120203
159.900,55.163552
160.000,55.206902
160.100,55.250251
160.200,55.293601
160.300,55.336950
160.400,55.380300
160.500,55.423649
160.600,55.466998
160.700,55.510348
160.800,55.553697
160.900,55.597047
161.000,55.640396
161.100,55.683746
161.200,55.727095
161.300,55.770445
161.400,55.813794
161.500,55.857144
161.600,55.900493
161.700,55.943843
161.800,55.987192
161.900,56.030542
162.000,56.073891
162.100,56.117241
162.200,56.160590
162.300,56.203940
162.400,56.247289
162.500,56.290639
162.600,56.333988
162.700,56.377338
162.800,56.420687
162.900,56.464037
163.000,56.507386
163.100,56.550736
163.200,56.594085
163.300,56.637435
163.400,56.680784
163.500,56.724134
163.600,56.767483
163.700,56.810833
163.800,56.854182
163.900,56.897532
164.000,56.940881
164.100,56.984231
164.200,57.027580
164.300,57.070930
164.400,57.114279
164.500,57.157629
164.600,57.200978
164.700,57.244328
164.800,57.287677
164.900,57.331027
165.000,57.374376
165.100,57.417726
165.200,57.461075
165.300,57.504425
165.400,57.547774
165.500,57.591124
165.600,57.634473
165.700,57.677823
165.800,57.721172
165.900,57.764521
166.000,57.807871
166.100,57.851220
166.200,57.894570
166.300,57.937919
166.400,57.981269
166.500,58.024618
166.600,58.067968
166.700,58.111317
166.800,58.154667
166.900,58.198016
167.000,58.241366
167.100,58.284715
167.200,58.328065
167.300,58.371414
167.400,58.414764
167.500,58.458113
167.600,58.501463
167.700,58.544812
167.800,58.588162
167.900,58.631511
168.000,58.674861
168.100,58.718210
168.200,58.761560
168.300,58.804909
168.400,58.848259
168.500,58.891608
168.600,58.934958
168.700,58.978307
168.800,59.021657
168.900,59.065006
169.000,59.108356
169.100,59.151705
169.200,59.195055
169.300,59.238404
169.400,59.281754
169.500,59.325103
169.600,59.368453
169.700,59.411802
169.800,59.455152
169.900,59.498501
170.000,59.541851
170.100,59.585200
170.200,59.628550
170.300,59.671899
170.400,59.715249
170.500,59.758598
170.600,59.801948
170.700,59.845297
170.800,59.888647
170.900,59.931996
171.000,59.975346
171.100,60.018695
171.200,60.062044
171.300,60.105394
171.400,60.148743
171.500,60.192093
171.600,60.235442
171.700,60.278792
171.800,60.322141
171.900,60.365491
172.000,60.408840
172.100,60.452190
172.200,60.495539
172.300,60.538889
172.400,60.582238
172.500,60.625588
172.600,60.668937
172.700,60.712287
172.800,60.755636
172.900,60.798986
173.000,60.842335
173.100,60.885685
173.200,60.929034
173.300,60.972384
173.400,61.015733
173.500,61.059083
173.600,61.102432
173.700,61.145782
173.800,61.189131
173.900,61.232481
174.000,61.275830
174.100,61.319180
174.200,61.362529
174.300,61.405879
174.400,61.449228
174.500,61.492578
174.600,61.535927
174.700,61.579277
174.800,61.622626
174.900,61.665976
175.000,61.709325
175.100,61.752675
175.200,61.796024
175.300,61.839374
175.400,61.882723
175.500,61.926073
175.600,61.969422
175.700,62.012772
175.800,62.056121
175.900,62.099471
176.000,62.142820
176.100,62.186170
176.200,62.229519
176.300,62.272869
176.400,62.316218
176.500,62.359567
176.600,62.402917
176.700,62.446266
176.800,62.489616
176.900,62.532965
177.000,62.576315
177.100,62.619664
177.200,62.663014
177.300,62.706363
177.400,62.749713
177.500,62.793062
177.600,62.836412
177.700,62.879761
177.800,62.923111
177.900,62.966460
178.000,63.009810
178.100,63.053159
178.200,63.096509
178.300,63.139858
178.400,63.183208
178.500,63.226557
178.600,63.269907
178.700,63.313256
178.800,63.356606
178.900,63.399955
179.000,63.443305
179.100,63.486654
179.200,63.530004
179.300,63.573353
179.400,63.616703
179.500,63.660052
179.600,63.703402
179.700,63.746751
179.800,63.790101
179.900,63.833450
180.000,63.876800
180.100,63.920149
180.200,63.963499
180.300,64.006848
180.400,64.050198
180.500,64.093547
180.600,64.136897
180.700,64.180246
180.800,64.223596
180.900,64.266945
181.000,64.310295
181.100,64.353644
181.200,64.396994
181.300,64.440343
181.400,64.483693
181.500,64.527042
181.600,64.570392
181.700,64.613741
181.800,64.657090
181.900,64.700440
182.000,64.743789
182.100,64.787139
182.200,64.830488
182.300,64.873838
182.400,64.917187
182.500,64.960537
182.600,65.003886
182.700,65.047236
182.800,65.090585
182.900,65.133935
183.000,65.177284
183.100,65.220634
183.200,65.263983
183.300,65.307333
183.400,65.350682
183.500,65.394032
183.600,65.437381
183.700,65.480731
183.800,65.524080
183.900,65.567430
184.000,65.610779
184.100,65.654129
184.200,65.697478
184.300,65.740828
184.400,65.784177
184.500,65.827527
184.600,65.870876
184.700,65.914226
184.800,65.957575
184.900,66.000925
185.000,66.044274
185.100,66.087624
185.200,66.130973
185.300,66.174323
185.400,66.217672
185.500,66.261022
185.600,66.304371
185.700,66.347721
185.800,66.391070
185.900,66.434420
186.000,66.477769
186.100,66.521119
186.200,66.564468
186.300,66.607818
186.400,66.651167
186.500,66.694517
186.600,66.737866
186.700,66.781216
186.800,66.824565
186.900,66.867915
187.000,66.911264
187.100,66.954613
187.200,66.997963
187.300,67.041312
187.400,67.084662
187.500,67.128011
187.600,67.171361
187.700,67.214710
187.800,67.258060
187.900,67.301409
188.000,67.344759
188.100,67.388108
188.200,67.431458
188.300,67.474807
188.400,67.518157
188.500,67.561506
188.600,67.604856
188.700,67.648205
188.800,67.691555
188.900,67.734904
189.000,67.778254
189.100,67.821603
189.200,67.864953
189.300,67.908302
189.400,67.951652
189.500,67.995001
189.600,68.038351
189.700,68.081700
189.800,68.125050
189.900,68.168399
190.000,68.211749
190.100,68.255098
190.200,68.298448
190.300,68.341797
190.400,68.385147
190.500,68.428496
190.600,68.471846
190.700,68.515195
190.800,68.558545
190.900,68.601894
191.000,68.645244
191.100,68.688593
191.200,68.731943
191.300,68.775292
191.400,68.818642
191.500,68.861991
191.600,68.905341
191.700,68.948690
191.800,68.992040
191.900,69.035389
192.000,69.078739
192.100,69.122088
192.200,69.165438
192.300,69.208787
192.400,69.252137
192.500,69.295486
192.600,69.338835
192.700,69.382185
192.800,69.425534
192.900,69.468884
193.000,69.512233
193.100,69.555583
193.200,69.598932
193.300,69.642282
193.400,69.685631
193.500,69.728981
193.600,69.772330
193.700,69.815680
193.800,69.859029
193.900,69.902379
194.000,69.945728
194.100,69.989078
194.200,70.032427
194.300,70.075777
194.400,70.119126
194.500,70.162476
194.600,70.205825
194.700,70.249175
194.800,70.292524
194.900,70.335874
195.000,70.379223
195.100,70.422573
195.200,70.465922
195.300,70.509272
195.400,70.552621
195.500,70.595971
195.600,70.639320
195.700,70.682670
195.800,70.726019
195.900,70.769369
196.000,70.812718
196.100,70.856068
196.200,70.899417
196.300,70.942767
196.400,70.986116
196.500,71.029466
196.600,71.072815
196.700,71.116165
196.800,71.159514
196.900,71.202864
197.000,71.246213
197.100,71.289563
197.200,71.332912
197.300,71.376262
197.400,71.419611
197.500,71.462961
197.600,71.506310
197.700,71.549660
197.800,71.593009
197.900,71.636358
198.000,71.679708
198.100,71.723057
198.200,71.766407
198.300,71.809756
198.400,71.853106
198.500,71.896455
198.600,71.939805
198.700,71.983154
198.800,72.026504
198.900,72.069853
199.000,72.113203
199.100,72.156552
199.200,72.199902
199.300,72.243251
199.400,72.286601
199.500,72.329950
199.600,72.373300
199.700,72.416649
199.800,72.459999
199.900,72.503348
200.000,72.546698
200.100,72.590047
200.200,72.633397
200.300,72.676746
200.400,72.720096
200.500,72.763445
200.600,72.806795
200.700,72.850144
200.800,72.893494
200.900,72.936843
201.000,72.980193
201.100,73.023542
201.200,73.066892
201.300,73.110241
201.400,73.153591
201.500,73.196940
201.600,73.240290
201.700,73.283639
201.800,73.326989
201.900,73.370338
202.000,73.413688
202.100,73.457037
202.200,73.500387
202.300,73.543736
202.400,73.587086
202.500,73.630435
202.600,73.673785
202.700,73.717134
202.800,73.760484
202.900,73.803833
203.000,73.847183
203.100,73.890532
203.200,73.933881
203.300,73.977231
203.400,74.020580
203.500,74.063930
203.600,74.107279
203.700,74.150629
203.800,74.193978
203.900,74.237328
204.000,74.280677
204.100,74.324027
204.200,74.367376
204.300,74.410726
204.400,74.454075
204.500,74.497425
204.600,74.540774
204.700,74.584124
204.800,74.627473
204.900,74.670823
205.000,74.714172
205.100,74.757522
205.200,74.800871
205.300,74.844221
205.400,74.887570
205.500,74.930920
205.600,74.974269
205.700,75.017619
205.800,75.060968
205.900,75.104318
206.000,75.147667
206.100,75.191017
206.200,75.234366
206.300,75.277716
206.400,75.321065
206.500,75.364415
206.600,75.407764
206.700,75.451114
206.800,75.494463
206.900,75.537813
207.000,75.581162
207.100,75.624512
207.200,75.667861
207.300,75.711211
207.400,75.754560
207.500,75.797910
207.600,75.841259
207.700,75.884609
207.800,75.927958
207.900,75.971308
208.000,76.014657
208.100,76.058007
208.200,76.101356
208.300,76.144706
208.400,76.188055
208.500,76.231404
208.600,76.274754
208.700,76.318103
208.800,76.361453
208.900,76.404802
209.000,76.448152
209.100,76.491501
209.200,76.534851
209.300,76.578200
209.400,76.621550
209.500,76.664899
209.600,76.708249
209.700,76.751598
209.800,76.794948
209.900,76.838297
210.000,76.881647
210.100,76.924996
210.200,76.968346
210.300,77.011695
210.400,77.055045
210.500,77.098394
210.600,77.141744
210.700,77.185093
210.800,77.228443
210.900,77.271792
211.000,77.315142
211.100,77.358491
211.200,77.401841
211.300,77.445190
211.400,77.488540
211.500,77.531889
211.600,77.575239
211.700,77.618588
211.800,77.661938
211.900,77.705287
212.000,77.748637
212.100,77.791986
212.200,77.835336
212.300,77.878685
212.400,77.922035
212.500,77.965384
212.600,78.008734
212.700,78.052083
212.800,78.095433
212.900,78.138782
213.000,78.182132
213.100,78.225481
213.200,78.268831
213.300,78.312180
213.400,78.355530
213.500,78.398879
213.600,78.442229
213.700,78.485578
213.800,78.528927
213.900,78.572277
214.000,78.615626
214.100,78.658976
214.200,78.702325
214.300,78.745675
214.400,78.789024
214.500,78.832374
214.600,78.875723
214.700,78.919073
214.800,78.962422
214.900,79.005772
215.000,79.049121
215.100,79.092471
215.200,79.135820
215.300,79.179170
215.400,79.222519
215.500,79.265869
215.600,79.309218
215.700,79.352568
215.800,79.395917
215.900,79.439267
216.000,79.482616
216.100,79.525966
216.200,79.569315
216.300,79.612665
216.400,79.656014
216.500,79.699364
216.600,79.742713
216.700,79.786063
216.800,79.829412
216.900,79.872762
217.000,79.916111
217.100,79.959461
217.200,80.002810
217.300,80.046160
217.400,80.089509
217.500,80.132859
217.600,80.176208
217.700,80.219558
217.800,80.262907
217.900,80.306257
218.000,80.349606
218.100,80.392956
218.200,80.436305
218.300,80.479655
218.400,80.523004
218.500,80.566354
218.600,80.609703
218.700,80.653053
218.800,80.696402
218.900,80.739752
219.000,80.783101
219.100,80.826450
219.200,80.869800
219.300,80.913149
219.400,80.956499
219.500,80.999848
219.600,81.043198
219.700,81.086547
219.800,81.129897
219.900,81.173246
220.000,81.216596
220.100,81.259945
220.200,81.303295
220.300,81.346644
220.400,81.389994
220.500,81.433343
220.600,81.476693
220.700,81.520042
220.800,81.563392
220.900,81.606741
221.000,81.650091
221.100,81.693440
221.200,81.736790
221.300,81.780139
221.400,81.823489
221.500,81.866838
221.600,81.910188
221.700,81.953537
221.800,81.996887
221.900,82.040236
222.000,82.083586
222.100,82.126935
222.200,82.170285
222.300,82.213634
222.400,82.256984
222.500,82.300333
222.600,82.343683
222.700,82.387032
222.800,82.430382
222.900,82.473731
223.000,82.517081
223.100,82.560430
223.200,82.603780
223.300,82.647129
223.400,82.690479
223.500,82.733828
223.600,82.777178
223.700,82.820527
223.800,82.863877
223.900,82.907226
224.000,82.950576
224.100,82.993925
224.200,83.037275
224.300,83.080624
224.400,83.123973
224.500,83.167323
224.600,83.210672
224.700,83.254022
224.800,83.297371
224.900,83.340721
225.000,83.384070
225.100,83.427420
225.200,83.470769
225.300,83.514119
225.400,83.557468
225.500,83.600818
225.600,83.644167
225.700,83.687517
225.800,83.730866
225.900,83.774216
226.000,83.817565
226.100,83.860915
226.200,83.904264
226.300,83.947614
226.400,83.990963
226.500,84.034313
226.600,84.077662
226.700,84.121012
226.800,84.164361
226.900,84.207711
227.000,84.251060
227.100,84.294410
227.200,84.337759
227.300,84.381109
227.400,84.424458
227.500,84.467808
227.600,84.511157
227.700,84.554507
227.800,84.597856
227.900,84.641206
228.000,84.684555
228.100,84.727905
228.200,84.771254
228.300,84.814604
228.400,84.857953
228.500,84.901303
228.600,84.944652
228.700,84.988002
228.800,85.031351
228.900,85.074701
229.000,85.118050
229.100,85.161400
229.200,85.204749
229.300,85.248099
229.400,85.291448
229.500,85.334798
229.600,85.378147
229.700,85.421496
229.800,85.464846
229.900,85.508195
230.000,85.551545
230.100,85.594894
230.200,85.638244
230.300,85.681593
230.400,85.724943
230.500,85.768292
230.600,85.811642
230.700,85.854991
230.800,85.898341
230.900,85.941690
231.000,85.985040
231.100,86.028389
231.200,86.071739
231.300,86.115088
231.400,86.158438
231.500,86.201787
231.600,86.245137
231.700,86.288486
231.800,86.331836
231.900,86.375185
232.000,86.418535
232.100,86.461884
232.200,86.505234
232.300,86.548583
232.400,86.591933
232.500,86.635282
232.600,86.678632
232.700,86.721981
232.800,86.765331
232.900,86.808680
233.000,86.852030
233.100,86.895379
233.200,86.938729
233.300,86.982078
233.400,87.025428
233.500,87.068777
233.600,87.112127
233.700,87.155476
233.800,87.198826
233.900,87.242175
234.000,87.285525
234.100,87.328874
234.200,87.372224
234.300,87.415573
234.400,87.458923
234.500,87.502272
234.600,87.545622
234.700,87.588971
234.800,87.632321
234.900,87.675670
235.000,87.719019
235.100,87.762369
235.200,87.805718
235.300,87.849068
235.400,87.892417
235.500,87.935767
235.600,87.979116
235.700,88.022466
235.800,88.065815
235.900,88.109165
236.000,88.152514
236.100,88.195864
236.200,88.239213
236.300,88.282563
236.400,88.325912
236.500,88.369262
236.600,88.412611
236.700,88.455961
236.800,88.499310
236.900,88.542660
237.000,88.586009
237.100,88.629359
237.200,88.672708
237.300,88.716058
237.400,88.759407
237.500,88.802757
237.600,88.846106
237.700,88.889456
237.800,88.932805
237.900,88.976155
238.000,89.019504
238.100,89.062854
238.200,89.106203
238.300,89.149553
238.400,89.192902
238.500,89.236252
238.600,89.279601
238.700,89.322951
238.800,89.366300
238.900,89.409650
239.000,89.452999
239.100,89.496349
239.200,89.539698
239.300,89.583048
239.400,89.626397
239.500,89.669747
239.600,89.713096
239.700,89.756446
239.800,89.799795
239.900,89.843145
240.000,89.886494
240.100,89.929844
240.200,89.973193
240.300,90.016542
240.400,90.059892
240.500,90.103241
240.600,90.146591
240.700,90.189940
240.800,90.233290
240.900,90.276639
241.000,90.319989
241.100,90.363338
241.200,90.406688
241.300,90.450037
241.400,90.493387
241.500,90.536736
241.600,90.580086
241.700,90.623435
241.800,90.666785
241.900,90.710134
242.000,90.753484
242.100,90.796833
242.200,90.840183
242.300,90.883532
242.400,90.926882
242.500,90.970231
242.600,91.013581
242.700,91.056930
242.800,91.100280
242.900,91.143629
243.000,91.186979
243.100,91.230328
243.200,91.273678
243.300,91.317027
243.400,91.360377
243.500,91.403726
243.600,91.447076
243.700,91.490425
243.800,91.533775
243.900,91.577124
244.000,91.620474
244.100,91.663823
244.200,91.707173
244.300,91.750522
244.400,91.793872
244.500,91.837221
244.600,91.880571
244.700,91.923920
244.800,91.967270
244.900,92.010619
245.000,92.053969
245.100,92.097318
245.200,92.140668
245.300,92.184017
245.400,92.227367
245.500,92.270716
245.600,92.314065
245.700,92.357415
245.800,92.400764
245.900,92.444114
246.000,92.487463
246.100,92.530813
246.200,92.574162
246.300,92.617512
246.400,92.660861
246.500,92.704211
246.600,92.747560
246.700,92.790910
246.800,92.834259
246.900,92.877609
247.000,92.920958
247.100,92.964308
247.200,93.007657
247.300,93.051007
247.400,93.094356
247.500,93.137706
247.600,93.181055
247.700,93.224405
247.800,93.267754
247.900,93.311104
248.000,93.354453
248.100,93.397803
248.200,93.441152
248.300,93.484502
248.400,93.527851
248.500,93.571201
248.600,93.614550
248.700,93.657900
248.800,93.701249
248.900,93.744599
249.000,93.787948
249.100,93.831298
249.200,93.874647
249.300,93.917997
249.400,93.961346
249.500,94.004696
249.600,94.048045
249.700,94.091395
249.800,94.134744
249.900,94.178094
250.000,94.221443
250.100,94.264793
250.200,94.308142
250.300,94.351492
250.400,94.394841
250.500,94.438191
250.600,94.481540
250.700,94.524890
250.800,94.568239
250.900,94.611588
251.000,94.654938
251.100,94.698287
251.200,94.741637
251.300,94.784986
251.400,94.828336
251.500,94.871685
251.600,94.915035
251.700,94.958384
251.800,95.001734
251.900,95.045083
252.000,95.088433
252.100,95.131782
252.200,95.175132
252.300,95.218481
252.400,95.261831
252.500,95.305180
252.600,95.348530
252.700,95.391879
252.800,95.435229
252.900,95.478578
253.000,95.521928
253.100,95.565277
253.200,95.608627
253.300,95.651976
253.400,95.695326
253.500,95.738675
253.600,95.782025
253.700,95.825374
253.800,95.868724
253.900,95.912073
254.000,95.955423
254.100,95.998772
254.200,96.042122
254.300,96.085471
254.400,96.128821
254.500,96.172170
254.600,96.215520
254.700,96.258869
254.800,96.302219
254.900,96.345568
255.000,96.388918
255.100,96.432267
255.200,96.475617
255.300,96.518966
255.400,96.562316
255.500,96.605665
255.600,96.649015
255.700,96.692364
255.800,96.735714
255.900,96.779063
256.000,96.822413
256.100,96.865762
256.200,96.909111
256.300,96.952461
256.400,96.995810
256.500,97.039160
256.600,97.082509
256.700,97.125859
256.800,97.169208
256.900,97.212558
257.000,97.255907
257.100,97.299257
257.200,97.342606
257.300,97.385956
257.400,97.429305
257.500,97.472655
257.600,97.516004
257.700,97.559354
257.800,97.602703
257.900,97.646053
258.000,97.689402
258.100,97.732752
258.200,97.776101
258.300,97.819451
258.400,97.862800
258.500,97.906150
258.600,97.949499
258.700,97.992849
258.800,98.036198
258.900,98.079548
259.000,98.122897
259.100,98.166247
259.200,98.209596
259.300,98.252946
259.400,98.296295
259.500,98.339645
259.600,98.382994
259.700,98.426344
259.800,98.469693
259.900,98.513043
260.000,98.556392
260.100,98.599742
260.200,98.643091
260.300,98.686441
260.400,98.729790
260.500,98.773140
260.600,98.816489
260.700,98.859839
260.800,98.903188
260.900,98.946538
261.000,98.989887
261.100,99.033237
261.200,99.076586
261.300,99.119936
261.400,99.163285
261.500,99.206634
261.600,99.249984
261.700,99.293333
261.800,99.336683
261.900,99.380032
262.000,99.423382
262.100,99.466731
262.200,99.510081
262.300,99.553430
262.400,99.596780
262.500,99.640129
262.600,99.683479
262.700,99.726828
262.800,99.770178
262.900,99.813527
263.000,99.856877
263.100,99.900226
263.200,99.943576
263.300,99.986925
263.400,100.030275
263.500,100.073624
263.600,100.116974
263.700,100.160323
263.800,100.203673
263.900,100.247022
264.000,100.290372
264.100,100.333721
264.200,100.377071
264.300,100.420420
264.400,100.463770
264.500,100.507119
264.600,100.550469
264.700,100.593818
264.800,100.637168
264.900,100.680517
265.000,100.723867
265.100,100.767216
265.200,100.810566
265.300,100.853915
265.400,100.897265
265.500,100.940614
265.600,100.983964
265.700,101.027313
265.800,101.070663
265.900,101.114012
266.000,101.157362
266.100,101.200711
266.200,101.244061
266.300,101.287410
266.400,101.330760
266.500,101.374109
266.600,101.417459
266.700,101.460808
266.800,101.504157
266.900,101.547507
267.000,101.590856
267.100,101.634206
267.200,101.677555
267.300,101.720905
267.400,101.764254
267.500,101.807604
267.600,101.850953
267.700,101.894303
267.800,101.937652
267.900,101.981002
268.000,102.024351
268.100,102.067701
268.200,102.111050
268.300,102.154400
268.400,102.197749
268.500,102.241099
268.600,102.284448
268.700,102.327798
268.800,102.371147
268.900,102.414497
269.000,102.457846
269.100,102.501196
269.200,102.544545
269.300,102.587895
269.400,102.631244
269.500,102.674594
269.600,102.717943
269.700,102.761293
269.800,102.804642
269.900,102.847992
270.000,102.891341
270.100,102.934691
270.200,102.978040
270.300,103.021390
270.400,103.064739
270.500,103.108089
270.600,103.151438
270.700,103.194788
270.800,103.238137
270.900,103.281487
271.000,103.324836
271.100,103.368186
271.200,103.411535
271.300,103.454885
271.400,103.498234
271.500,103.541584
271.600,103.584933
271.700,103.628283
271.800,103.671632
271.900,103.714982
272.000,103.758331
272.100,103.801680
272.200,103.845030
272.300,103.888379
272.400,103.931729
272.500,103.975078
272.600,104.018428
272.700,104.061777
272.800,104.105127
272.900,104.148476
273.000,104.191826
273.100,104.235175
273.200,104.278525
273.300,104.321874
273.400,104.365224
273.500,104.408573
273.600,104.451923
273.700,104.495272
273.800,104.538622
273.900,104.581971
274.000,104.625321
274.100,104.668670
274.200,104.712020
274.300,104.755369
274.400,104.798719
274.500,104.842068
274.600,104.885418
274.700,104.928767
274.800,104.972117
274.900,105.015466
275.000,105.058816
275.100,105.102165
275.200,105.145515
275.300,105.188864
275.400,105.232214
275.500,105.275563
275.600,105.318913
275.700,105.362262
275.800,105.405612
275.900,105.448961
276.000,105.492311
276.100,105.535660
276.200,105.579010
276.300,105.622359
276.400,105.665709
276.500,105.709058
276.600,105.752408
276.700,105.795757
276.800,105.839107
276.900,105.882456
277.000,105.925806
277.100,105.969155
277.200,106.012505
277.300,106.055854
277.400,106.099203
277.500,106.142553
277.600,106.185902
277.700,106.229252
277.800,106.272601
277.900,106.315951
278.000,106.359300
278.100,106.402650
278.200,106.445999
278.300,106.489349
278.400,106.532698
278.500,106.576048
278.600,106.619397
278.700,106.662747
278.800,106.706096
278.900,106.749446
279.000,106.792795
279.100,106.836145
279.200,106.879494
279.300,106.922844
279.400,106.966193
279.500,107.009543
279.600,107.052892
279.700,107.096242
279.800,107.139591
279.900,107.182941
280.000,107.226290
280.100,107.269640
280.200,107.312989
280.300,107.356339
280.400,107.399688
280.500,107.443038
280.600,107.486387
280.700,107.529737
280.800,107.573086
280.900,107.616436
281.000,107.659785
281.100,107.703135
281.200,107.746484
281.300,107.789834
281.400,107.833183
281.500,107.876533
281.600,107.919882
281.700,107.963232
281.800,108.006581
281.900,108.049931
282.000,108.093280
282.100,108.136630
282.200,108.179979
282.300,108.223329
282.400,108.266678
282.500,108.310028
282.600,108.353377
282.700,108.396726
282.800,108.440076
282.900,108.483425
283.000,108.526775
283.100,108.570124
283.200,108.613474
283.300,108.656823
283.400,108.700173
283.500,108.743522
283.600,108.786872
283.700,108.830221
283.800,108.873571
283.900,108.916920
284.000,108.960270
284.100,109.003619
284.200,109.046969
284.300,109.090318
284.400,109.133668
284.500,109.177017
284.600,109.220367
284.700,109.263716
284.800,109.307066
284.900,109.350415
285.000,109.393765
285.100,109.437114
285.200,109.480464
285.300,109.523813
285.400,109.567163
285.500,109.610512
285.600,109.653862
285.700,109.697211
285.800,109.740561
285.900,109.783910
286.000,109.827260
286.100,109.870609
286.200,109.913959
286.300,109.957308
286.400,110.000658
286.500,110.044007
286.600,110.087357
286.700,110.130706
286.800,110.174056
286.900,110.217405
287.000,110.260755
287.100,110.304104
287.200,110.347454
287.300,110.390803
287.400,110.434153
287.500,110.477502
287.600,110.520852
287.700,110.564201
287.800,110.607551
287.900,110.650900
288.000,110.694249
288.100,110.737599
288.200,110.780948
288.300,110.824298
288.400,110.867647
288.500,110.910997
288.600,110.954346
288.700,110.997696
288.800,111.041045
288.900,111.084395
289.000,111.127744
289.100,111.171094
289.200,111.214443
289.300,111.257793
289.400,111.301142
289.500,111.344492
289.600,111.387841
289.700,111.431191
289.800,111.474540
289.900,111.517890
290.000,111.561239
290.100,111.604589
290.200,111.647938
290.300,111.691288
290.400,111.734637
290.500,111.777987
290.600,111.821336
290.700,111.864686
290.800,111.908035
290.900,111.951385
291.000,111.994734
291.100,112.038084
291.200,112.081433
291.300,112.124783
291.400,112.168132
291.500,112.211482
291.600,112.254831
291.700,112.298181
291.800,112.341530
291.900,112.384880
292.000,112.428229
292.100,112.471579
292.200,112.514928
292.300,112.558278
292.400,112.601627
292.500,112.644977
292.600,112.688326
292.700,112.731676
292.800,112.775025
292.900,112.818375
293.000,112.861724
293.100,112.905074
293.200,112.948423
293.300,112.991772
293.400,113.035122
293.500,113.078471
293.600,113.121821
293.700,113.165170
293.800,113.208520
293.900,113.251869
294.000,113.295219
294.100,113.338568
294.200,113.381918
294.300,113.425267
294.400,113.468617
294.500,113.511966
294.600,113.555316
294.700,113.598665
294.800,113.642015
294.900,113.685364
295.000,113.728714
295.100,113.772063
295.200,113.815413
295.300,113.858762
295.400,113.902112
295.500,113.945461
295.600,113.988811
295.700,114.032160
295.800,114.075510
295.900,114.118859
296.000,114.162209
296.100,114.205558
296.200,114.248908
296.300,114.292257
296.400,114.335607
296.500,114.378956
296.600,114.422306
296.700,114.465655
296.800,114.509005
296.900,114.552354
297.000,114.595704
297.100,114.639053
297.200,114.682403
297.300,114.725752
297.400,114.769102
297.500,114.812451
297.600,114.855801
297.700,114.899150
297.800,114.942500
297.900,114.985849
298.000,115.029199
298.100,115.072548
298.200,115.115898
298.300,115.159247
298.400,115.202597
298.500,115.245946
298.600,115.289295
298.700,115.332645
298.800,115.375994
298.900,115.419344
299.000,115.462693
299.100,115.506043
299.200,115.549392
299.300,115.592742
299.400,115.636091
299.500,115.679441
299.600,115.722790
299.700,115.766140
299.800,115.809489
299.900,115.852839
300.000,115.896188
300.100,115.939538
300.200,115.982887
300.300,116.026237
300.400,116.069586
300.500,116.112936
300.600,116.156285
300.700,116.199635
300.800,116.242984
300.900,116.286334
301.000,116.329683
301.100,116.373033
301.200,116.416382
301.300,116.459732
301.400,116.503081
301.500,116.546431
301.600,116.589780
301.700,116.633130
301.800,116.676479
301.900,116.719829
302.000,116.763178
302.100,116.806528
302.200,116.849877
302.300,116.893227
302.400,116.936576
302.500,116.979926
302.600,117.023275
302.700,117.066625
302.800,117.109974
302.900,117.153324
303.000,117.196673
303.100,117.240023
303.200,117.283372
303.300,117.326722
303.400,117.370071
303.500,117.413421
303.600,117.456770
303.700,117.500120
303.800,117.543469
303.900,117.586818
304.000,117.630168
304.100,117.673517
304.200,117.716867
304.300,117.760216
304.400,117.803566
304.500,117.846915
304.600,117.890265
304.700,117.933614
304.800,117.976964
304.900,118.020313
305.000,118.063663
305.100,118.107012
305.200,118.150362
305.300,118.193711
305.400,118.237061
305.500,118.280410
305.600,118.323760
305.700,118.367109
305.800,118.410459
305.900,118.453808
306.000,118.497158
306.100,118.540507
306.200,118.583857
306.300,118.627206
306.400,118.670556
306.500,118.713905
306.600,118.757255
306.700,118.800604
306.800,118.843954
306.900,118.887303
307.000,118.930653
307.100,118.974002
307.200,119.017352
307.300,119.060701
307.400,119.104051
307.500,119.147400
307.600,119.190750
307.700,119.234099
307.800,119.277449
307.900,119.320798
308.000,119.364148
308.100,119.407497
308.200,119.450847
308.300,119.494196
308.400,119.537546
308.500,119.580895
308.600,119.624245
308.700,119.667594
308.800,119.710944
308.900,119.754293
309.000,119.797643
309.100,119.840992
309.200,119.884341
309.300,119.927691
309.400,119.971040
309.500,120.014390
309.600,120.057739
309.700,120.101089
309.800,120.144438
309.900,120.187788
